사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Apr-23,6호선,2644,돌곶이,17,2,"6,428","1,898","14,717","4,201","39,839","5,751","43,929","18,324","22,020","15,410","14,762","11,960","13,373","8,869","16,043","10,515","15,841","10,944","14,836","11,057","12,835","14,182","14,118","16,572","15,436","21,421","14,443","33,094","10,348","27,967","6,926","16,554","6,857","14,027","5,084","14,363","2,357","8,724",348,"3,080",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,6호선,2645,석계,"1,223",16,"8,377","1,604","20,376","5,560","49,061","8,491","55,314","17,039","30,101","11,877","21,376","11,211","18,268","13,787","19,558","14,214","18,620","16,026","16,029","15,991","15,459","20,053","17,167","26,399","17,558","33,471","15,730","51,842","11,710","43,293","8,446","25,175","7,826","22,977","6,724","21,210","4,103","13,413",814,"4,002",0,7,0,0,0,0,2023-05-03 10:27
Apr-23,6호선,2646,태릉입구,21,0,"4,146",715,"7,012","3,018","18,205","4,409","22,006","10,875","12,175","8,174","8,831","6,246","8,398","8,954","9,213","7,154","8,361","8,175","8,259","8,828","8,113","9,089","9,267","11,548","9,113","15,115","9,746","24,123","6,024","19,260","4,782","11,107","4,354","10,711","3,503","9,664","1,908","7,504",385,"3,337",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,6호선,2647,화랑대(서울여대입구),29,0,"6,351",983,"22,105","3,030","61,316","8,161","56,912","19,366","29,300","14,453","19,039","10,216","17,823","10,329","17,644","10,194","18,891","10,967","15,223","10,396","17,097","13,001","21,343","15,404","20,148","22,827","16,266","35,198","8,731","31,856","5,919","19,248","4,960","17,130","3,694","15,942","1,436","10,665",137,"3,704",0,19,0,0,0,0,2023-05-03 10:27
Apr-23,6호선,2648,봉화산(서울의료원),13,3,"5,231",901,"16,400","2,552","48,574","5,826","40,387","13,347","20,624","7,815","15,013","6,717","12,774","6,292","12,804","7,866","11,447","9,714","9,721","9,839","9,408","12,582","10,555","15,222","11,659","20,995","10,411","31,381","5,714","29,595","4,301","17,190","3,719","14,804","2,964","14,438","1,334","8,918",162,"3,289",0,206,0,0,0,0,2023-05-03 10:27
Apr-23,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2711,장암,6,0,"1,634",186,"7,168","1,305","17,980","1,472","10,683","1,818","4,870","2,419","2,784","2,406","2,306","2,308","2,718","2,492","2,708","1,840","3,276","1,513","3,611","1,613","3,829","1,779","3,847","2,337","3,241","3,637","1,957","3,413","1,302","1,950",809,988,468,934,121,646,21,212,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2712,도봉산,73,0,"5,176",858,"17,134","5,424","49,908","8,756","42,047","17,137","22,862","18,339","13,694","17,814","12,938","13,480","12,578","13,630","12,379","13,739","12,042","13,022","13,824","14,578","16,909","17,776","14,331","22,359","12,186","34,690","6,193","37,666","3,914","23,319","3,042","19,816","2,535","18,267",835,"11,244",120,"4,679",2,177,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2713,수락산,45,4,"9,755",732,"21,612","5,337","48,536","8,657","49,532","18,036","30,832","17,002","21,581","16,767","19,207","15,294","20,788","16,538","20,633","15,700","19,827","15,393","19,719","19,003","20,246","24,092","19,264","29,525","18,922","41,424","12,526","43,054","8,633","26,056","7,100","20,922","4,816","19,795","2,299","12,408",266,"4,665",0,3,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2714,마들,27,2,"10,399","1,269","26,388","3,660","64,798","8,819","63,060","12,025","33,287","9,944","23,342","9,649","21,016","10,685","22,115","12,447","18,651","14,304","15,872","15,735","16,074","19,112","15,775","23,906","13,463","30,031","12,582","45,422","8,036","47,184","5,893","26,668","4,022","23,349","3,345","22,020","1,279","14,025",155,"4,273",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2715,노원,42,0,"8,099","2,384","15,695","7,241","39,317","19,180","42,002","46,009","29,575","43,671","28,200","31,312","31,141","31,131","34,739","33,405","33,924","36,856","35,412","36,133","38,657","38,202","41,230","42,647","42,966","48,792","46,392","61,353","30,247","52,616","29,564","26,567","23,230","21,424","22,291","18,339","8,356","12,323","1,573","4,197",0,5,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2716,중계,17,1,"9,344","1,986","25,287","4,766","63,445","17,324","64,297","29,958","36,845","16,117","25,459","12,499","22,381","14,224","25,581","15,405","22,218","16,080","19,110","15,899","18,321","19,036","24,929","22,452","22,980","30,666","18,901","45,161","10,534","46,263","7,817","26,940","8,042","23,643","6,519","21,695","2,632","13,445",389,"4,148",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2717,하계,27,0,"8,198","1,611","25,952","6,931","69,287","18,098","72,945","29,019","41,828","22,975","30,959","17,347","29,030","18,351","30,620","22,880","27,042","25,527","26,124","23,795","29,472","26,675","32,944","30,837","32,122","38,228","26,185","56,980","15,603","54,209","13,981","32,105","11,483","28,389","8,734","26,852","3,086","17,962",449,"5,434",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2718,공릉(서울과학기술대),27,0,"6,563","1,001","15,072","3,988","37,096","11,832","41,682","26,260","24,869","19,970","18,965","14,713","18,874","12,440","20,154","15,230","19,186","17,303","18,213","16,155","19,678","18,731","22,794","22,711","23,040","27,913","23,839","41,162","14,544","36,146","11,886","20,898","11,339","18,786","9,844","17,785","5,488","12,309",917,"4,135",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2719,태릉입구,151,2,"7,762","1,274","8,962","4,756","22,233","9,133","28,312","21,289","18,839","16,032","14,344","11,245","13,232","14,171","15,174","11,590","15,106","12,343","15,300","12,300","16,783","12,685","19,318","15,385","21,386","18,637","21,263","26,094","13,211","22,624","9,747","14,907","8,681","13,264","6,803","12,890","3,174","7,831",523,"3,673",1,"1,234",0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2720,먹골,11,1,"8,240",660,"14,304","3,149","36,239","6,000","45,452","16,108","26,088","10,267","17,779","8,576","16,199","9,534","16,380","11,403","15,298","12,278","13,498","12,495","13,338","15,787","14,285","20,706","14,615","26,165","15,331","37,639","10,135","33,320","7,768","20,278","6,256","17,860","4,804","16,612","2,084","10,000",324,"3,174",0,120,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2721,중화,41,1,"8,801","1,148","15,727","5,026","38,621","8,866","47,178","22,751","27,275","10,738","17,393","9,648","15,352","9,790","16,507","11,432","15,411","11,539","12,811","13,323","12,677","16,288","15,926","20,458","17,234","25,143","18,815","37,806","11,776","33,363","7,717","20,283","6,585","18,223","4,908","17,372","2,195","10,289",347,"3,243",0,76,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2722,상봉(시외버스터미널),412,14,"11,024","1,529","20,945","8,464","53,386","13,739","72,632","27,524","38,676","19,715","23,618","15,869","21,567","16,548","24,155","18,529","23,317","19,961","22,177","19,834","22,417","22,830","26,451","29,373","28,429","39,502","31,747","62,426","23,184","54,568","18,145","32,171","16,716","26,532","12,962","25,566","6,475","16,115","1,240","7,710",0,28,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2723,면목,65,0,"13,731",943,"24,477","5,274","58,508","9,194","72,264","31,295","41,985","20,992","26,381","16,540","23,225","14,172","25,048","18,137","23,262","19,342","20,339","18,536","21,854","23,954","26,656","31,246","23,577","38,000","20,960","53,539","16,573","48,614","10,829","29,434","8,250","26,120","6,039","24,653","2,687","13,822",458,"4,784",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2724,사가정,19,1,"11,659","1,693","24,515","6,904","56,850","11,355","70,853","25,681","43,197","17,378","27,739","15,352","23,609","15,607","24,964","17,543","23,667","19,925","21,333","20,803","21,490","26,642","23,107","32,764","24,616","42,702","23,861","63,636","17,594","53,228","12,769","31,045","10,945","27,960","8,725","24,611","4,637","13,736",781,"4,492",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2725,용마산(용마폭포공원),4,1,"5,003",541,"11,191","2,143","24,322","4,177","29,224","10,398","16,963","7,130","10,522","6,570","9,000","5,578","8,962","6,363","8,218","6,986","7,003","7,179","7,124","9,563","7,927","11,385","7,226","14,340","7,550","21,138","5,015","18,261","3,586","11,353","2,745","11,172","1,917","9,954",928,"5,748",169,"1,964",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2726,중곡,5,0,"6,287",685,"13,472","4,140","32,580","15,705","45,270","27,827","28,717","13,423","18,168","9,218","15,160","8,882","15,664","10,281","14,888","11,232","13,312","12,054","13,829","15,277","18,508","17,808","20,549","23,011","21,966","33,066","11,759","28,867","8,029","17,726","6,861","16,502","5,560","14,339","1,918","8,454",340,"2,794",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2727,군자(능동),33,1,"8,780",878,"15,290","6,606","36,979","9,883","57,868","28,929","39,801","17,946","22,585","11,865","18,760","11,535","20,107","12,734","20,684","14,279","19,004","14,972","19,458","17,618","22,150","20,937","27,433","28,196","35,324","42,731","21,664","33,733","18,071","21,099","16,927","19,343","13,364","16,719","7,056","10,222","1,211","3,464",0,53,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2728,어린이대공원(세종대),5,0,"3,628",865,"8,050","8,978","20,131","17,115","32,653","74,074","24,856","45,149","17,957","51,810","21,478","41,329","24,306","33,140","28,237","41,013","35,536","34,735","37,632","26,037","48,875","24,260","59,874","27,080","54,459","33,499","29,596","24,615","22,550","16,472","22,844","14,927","20,580","14,980","11,190","11,340","1,910","2,973",0,3,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2729,건대입구,65,0,"4,259","1,131","5,200","7,989","13,270","19,568","19,596","41,568","16,401","29,369","14,274","28,045","16,133","23,095","18,632","23,776","20,994","26,468","23,637","24,185","27,596","22,908","33,223","23,887","39,395","30,949","35,650","42,311","26,588","28,126","28,948","16,578","25,191","13,603","22,859","11,794","11,681","6,682","1,806","3,694",0,273,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2730,뚝섬유원지,21,0,"5,065",587,"10,159","4,058","21,943","6,643","30,445","14,023","21,311","10,134","13,098","9,003","10,963","11,269","11,241","15,580","11,804","19,845","12,152","22,651","15,630","25,386","20,013","28,192","23,706","32,290","27,444","40,735","23,884","31,903","25,522","17,999","23,355","15,184","17,219","12,264","8,301","6,295",869,"1,995",0,8,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2731,청담,47,0,"2,544","4,391","6,425","30,204","11,690","62,178","16,310","144,527","13,582","96,800","13,355","36,818","16,526","24,104","19,934","22,174","21,343","23,592","24,124","21,506","31,630","18,778","43,868","20,002","69,092","21,263","109,511","22,398","54,889","16,091","32,865","10,641","28,626","9,493","23,078","7,052","5,904","4,185",678,"2,764",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2732,강남구청,29,2,"1,883","1,880","4,096","15,775","7,497","34,844","10,163","104,972","9,289","102,589","9,334","42,155","11,496","25,296","14,293","21,562","17,575","23,455","21,493","19,049","26,347","17,165","32,031","17,547","49,421","19,321","88,885","21,054","54,018","13,119","33,584","8,719","31,989","6,834","23,097","5,675","9,513","4,140","1,447","1,862",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2733,학동,5,1,"1,879","1,533","4,862","26,583","8,700","52,635","11,606","175,438","11,163","140,408","11,207","55,675","14,224","28,566","18,419","23,648","22,154","28,281","26,482","22,124","34,829","18,783","44,715","18,579","79,719","19,337","156,059","20,449","76,868","12,829","39,137","8,341","34,311","7,417","24,977","5,387","10,247","3,717","1,546","1,322",2,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2734,논현,40,0,"2,977",976,"4,417","14,341","8,473","39,638","13,276","99,746","12,163","85,889","11,277","34,780","12,655","20,793","14,378","19,572","16,189","20,949","20,042","19,365","24,136","18,715","29,997","20,575","55,891","25,116","94,026","31,926","51,323","18,641","33,695","11,022","35,412","9,783","31,585","7,312","16,075","5,538","2,664","2,264",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2735,반포,3,0,901,"1,497","2,979","13,146","8,231","12,865","11,746","19,248","9,004","15,948","6,573","9,930","6,682","9,657","7,959","9,786","8,718","9,737","9,605","9,062","11,481","8,873","19,890","9,624","17,265","9,694","17,361","12,079","12,320","7,526","9,728","5,159","9,887","4,310","6,922","4,206","2,472","2,522",367,731,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2736,고속터미널,14,3,"1,126","2,715","3,295","22,356","11,217","36,459","18,815","51,034","23,541","37,247","24,383","28,893","26,888","26,531","27,745","23,945","27,511","27,694","30,273","24,673","36,249","21,138","41,635","21,406","54,944","23,410","51,956","26,033","35,909","16,459","38,835","9,950","33,818","9,171","26,842","5,647","9,352","3,126",710,692,0,4,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2737,내방,5,0,"2,212","1,511","7,714","10,725","19,123","25,502","29,935","82,197","21,868","46,110","16,028","20,403","17,734","15,387","17,067","16,734","18,408","18,486","18,521","16,427","21,782","16,854","26,034","18,371","38,998","23,645","68,949","32,208","26,966","21,522","18,892","12,969","18,002","11,861","12,745","9,945","4,497","6,539",665,"3,021",0,207,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2738,이수,26,4,"4,927","1,366","10,016","8,971","28,184","15,166","43,368","40,172","29,847","27,728","19,680","20,315","19,438","18,942","21,189","20,021","23,618","21,387","22,864","20,457","24,274","23,554","26,722","28,595","30,593","37,864","41,760","54,774","24,848","37,905","23,247","20,619","26,172","16,719","22,240","15,329","11,840","9,284","1,932","2,982",0,34,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2739,남성,10,0,"6,425",867,"14,595","3,909","40,455","6,952","57,158","16,197","35,111","13,070","20,743","10,937","17,545","11,976","18,026","11,449","17,620","13,429","14,884","13,653","14,544","16,984","15,547","20,624","14,964","27,386","15,166","42,397","9,132","32,109","8,302","20,483","7,798","18,570","5,330","16,945","2,450","10,757",428,"3,251",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2740,숭실대입구(살피재),6,0,"5,793",910,"13,496","3,951","38,874","8,526","50,133","35,150","31,930","24,414","22,038","41,315","20,894","26,743","21,405","19,157","24,077","25,414","26,098","22,771","24,705","20,303","36,017","25,914","36,332","32,395","25,936","49,487","17,167","36,530","16,054","23,263","17,499","21,265","15,195","20,970","9,106","14,315","1,495","4,256",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2741,상도,4,0,"5,365","1,350","12,918","5,061","35,650","8,915","44,289","27,148","29,293","18,609","19,115","20,073","16,950","16,165","18,894","16,095","18,397","16,072","18,085","17,929","18,901","16,841","21,472","20,642","23,226","26,443","23,759","43,796","13,394","29,431","12,064","20,072","12,537","17,667","9,963","17,387","5,866","11,744","1,162","3,065",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2742,장승배기,6,0,"5,875","1,548","11,458","5,907","26,126","7,975","39,160","16,750","25,284","11,838","16,261","9,839","14,763","10,240","14,529","11,202","14,314","11,672","13,076","11,934","12,314","14,456","14,643","16,967","13,885","20,799","14,781","32,506","8,296","23,008","6,856","15,036","6,179","13,981","4,734","12,457","1,853","8,226",402,"2,737",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2743,신대방삼거리,30,1,"10,108",876,"19,857","5,231","52,936","9,404","77,164","17,368","44,964","14,452","26,213","12,804","22,320","12,906","22,933","14,633","20,932","16,380","18,969","17,923","17,459","21,972","20,512","27,876","19,028","36,238","20,151","60,608","12,143","45,617","10,210","28,554","8,848","26,843","7,152","22,736","3,507","15,449",624,"5,607",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2744,보라매,14,0,"4,147",759,"6,977","3,020","18,230","9,725","25,818","23,456","16,131","10,642","10,282","7,703","9,580","7,987","10,336","9,101","10,100","9,072","9,715","8,980","9,944","9,737","11,887","12,247","13,668","16,653","18,519","25,088","8,442","17,999","7,016","11,309","6,538","10,439","5,362","9,440","2,087","5,812",362,"2,337",0,15,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2745,신풍,119,1,"13,742","1,843","16,825","6,161","40,908","12,272","51,065","18,655","30,579","12,616","18,505","10,826","16,494","10,366","17,416","11,259","15,569","12,709","14,269","13,623","14,414","16,468","17,584","21,176","17,569","28,363","17,281","42,008","11,156","30,079","7,626","19,156","6,385","18,111","5,021","16,517","2,095","9,572",391,"3,115",4,410,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2746,대림(구로구청),29,0,"12,326",982,"8,904","3,954","15,545","7,098","22,826","17,828","18,108","13,881","13,145","16,858","12,980","17,741","14,029","15,131","15,206","15,266","16,174","14,756","16,857","16,153","17,552","19,370","18,613","25,079","19,130","24,750","13,627","16,036","10,829","11,536","8,942","13,336","6,867","11,007","3,358","5,116",371,"1,188",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2747,남구로,113,2,"17,636","1,799","15,683","8,770","30,255","32,525","36,200","92,201","24,625","44,482","16,552","19,265","14,593","14,792","16,208","13,961","15,487","15,368","14,619","14,161","16,189","17,369","20,572","25,244","42,541","29,217","70,185","30,814","30,942","22,760","16,797","15,672","11,927","17,744","8,007","14,936","3,609","7,569",493,"2,114",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2748,가산디지털단지,719,3,"7,708","5,635","9,103","29,084","22,387","125,542","25,900","365,227","19,163","205,456","18,086","58,347","23,243","36,592","29,842","33,919","34,996","36,463","39,292","32,090","51,534","29,433","75,791","28,424","197,575","29,506","293,316","35,214","118,031","24,983","66,086","15,016","52,148","12,682","27,852","11,344","11,502","8,074","1,567","2,946",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2749,철산,16,0,"9,897","4,431","30,693","10,532","86,030","16,139","86,731","32,886","50,682","25,834","33,381","20,750","30,243","19,991","30,760","21,275","27,858","25,332","25,857","27,270","26,010","30,997","30,357","39,320","33,382","58,119","35,998","88,924","20,515","69,492","17,651","39,153","17,529","34,264","14,666","32,249","7,208","19,280","1,065","5,612",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2750,광명사거리,218,1,"19,508","5,726","30,058","11,384","76,579","16,832","87,276","25,260","48,195","23,471","32,146","23,005","29,398","25,476","31,785","27,518","31,320","30,744","29,527","31,462","30,435","36,032","34,304","42,752","36,104","53,828","32,330","79,201","23,066","61,456","16,307","34,847","12,422","30,760","9,141","25,410","3,545","15,451",552,"4,490",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2751,천왕,29,0,"8,366","1,007","19,384","4,979","53,802","9,231","59,613","16,299","33,174","8,237","19,186","6,836","15,004","8,244","15,486","11,078","14,380","11,557","12,532","12,887","12,656","16,594","15,077","21,210","14,375","28,980","13,858","45,738","7,554","38,392","5,559","22,284","4,347","18,516","2,923","16,568","1,229","10,732",207,"2,950",1,90,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2752,온수(성공회대입구),146,1,"7,633",798,"17,590","3,736","45,141","10,881","52,404","20,882","24,341","16,588","13,458","8,494","12,131","8,547","13,786","9,401","12,407","10,607","11,213","10,247","13,491","11,934","19,350","14,852","17,530","21,936","14,971","38,140","6,904","30,844","5,446","18,115","5,505","14,931","3,155","13,916","1,701","9,116",270,"4,882",4,948,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,7호선,2759,삼산체육관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2811,암사,21,0,"14,990",829,"29,821","5,471","82,998","9,400","104,480","18,913","54,073","13,881","31,424","11,815","25,705","13,665","26,984","16,973","25,115","18,433","21,356","20,758","19,895","26,521","20,689","33,166","22,208","45,379","21,245","71,594","13,550","59,015","10,798","34,350","8,057","28,239","5,503","30,195","2,264","16,111",454,"4,397",0,621,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2812,천호(풍납토성),93,0,"10,658","1,698","16,992","12,302","41,491","14,532","57,034","28,541","32,708","23,726","20,049","18,812","19,222","19,073","20,904","21,142","21,354","23,144","19,836","24,121","21,823","28,071","24,262","32,851","29,497","45,422","30,907","67,401","20,277","45,659","17,069","27,986","13,360","24,868","9,753","21,399","4,551","12,156",895,"4,114",0,302,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2813,강동구청,12,0,"5,168",885,"12,017","5,498","32,113","14,466","41,771","32,411","25,382","14,053","16,126","10,394","14,328","10,126","14,179","11,548","14,165","13,363","12,867","13,565","13,585","15,593","16,001","18,591","18,815","24,291","25,200","35,956","10,698","25,800","8,118","16,872","7,246","16,403","5,159","13,834","1,966","7,718",377,"2,501",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2814,몽촌토성(평화의문),4,0,"1,570","1,962","4,154","8,429","11,900","9,464","18,711","26,167","11,678","15,063","8,017","9,801","7,927","9,999","9,401","8,945","8,964","9,807","9,866","8,881","11,820","9,184","16,161","10,406","18,219","12,713","22,348","16,836","10,801","13,473","7,788","8,187","7,741","7,394","5,706","6,742","2,873","3,703",436,"1,295",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2815,잠실(송파구청),3,0,"1,224","2,573","4,354","11,690","8,780","32,963","13,014","78,334","9,887","44,078","10,006","34,033","12,950","35,088","16,539","34,175","20,192","35,733","26,273","32,296","33,150","32,398","38,088","33,001","49,511","37,906","67,691","42,918","41,976","22,759","38,914","13,104","37,580","9,272","26,786","6,914","9,431","3,959","1,427","1,485",0,70,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2816,석촌,2,0,"2,750",699,"5,912","3,649","16,454","9,023","23,636","20,195","14,075","19,478","10,713","14,658","10,709","15,209","11,879","15,830","12,026","17,437","12,324","16,726","13,437","17,169","14,936","18,602","17,468","23,238","19,773","30,598","12,537","20,017","11,529","12,749","11,960","10,591","8,932","8,936","3,612","5,746",591,"2,226",0,47,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2817,송파,2,0,"3,161",611,"9,462","5,482","30,320","11,014","36,428","19,177","22,429","10,812","15,957","9,147","14,779","8,682","14,206","10,293","13,754","12,056","12,153","12,625","13,826","14,766","15,558","16,728","15,060","21,763","16,844","29,899","9,935","23,999","7,018","14,351","5,267","13,310","4,345","12,611","1,856","7,055",233,"1,892",1,150,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2818,가락시장,106,2,"3,171","2,538","5,493","7,068","10,541","14,154","13,138","37,414","10,479","16,621","10,005","11,478","10,255","11,485","10,426","11,216","11,065","11,423","12,327","11,197","14,017","11,498","14,537","13,386","19,181","16,283","26,814","20,235","12,339","14,589","11,202","9,457","11,177","8,779","9,052","6,734","4,146","4,190",820,"2,261",1,426,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2819,문정,1,0,"2,377","3,508","7,219","13,298","23,507","55,014","33,494","163,025","19,738","73,777","16,119","27,628","17,458","19,189","19,734","18,150","22,612","20,932","25,057","19,575","27,964","18,357","32,627","20,640","80,092","24,991","116,691","36,334","41,123","25,645","28,627","15,233","24,188","13,975","19,048","12,359","6,559","7,242","1,030","1,748",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2820,장지,10,0,"5,983","2,509","19,102","10,717","47,642","28,054","58,145","46,201","33,149","28,759","21,799","19,180","19,559","19,287","21,232","21,279","22,024","22,220","21,266","22,474","25,059","26,176","31,388","29,043","44,910","33,666","46,762","51,371","25,456","36,480","22,650","22,278","17,848","17,958","10,272","17,794","4,895","9,968",710,"2,340",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2821,복정,29,0,"4,092","2,061","10,164","8,752","28,334","11,226","36,438","18,529","22,030","14,268","14,033","10,389","11,506","7,686","13,859","9,545","12,423","9,757","12,037","9,055","13,863","10,692","17,391","14,081","22,918","19,468","23,941","28,543","13,166","20,601","8,733","13,579","7,358","12,026","6,021","11,260","2,559","4,699",401,"1,224",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2822,산성,39,3,"4,187",575,"8,213","3,835","23,092","3,171","26,037","9,157","13,415","6,219","9,670","5,769","8,070","4,627","8,298","5,285","7,833","5,935","7,253","6,509","8,039","7,872","8,906","10,594","9,635","12,920","6,628","22,026","3,637","17,386","2,430","11,139","2,047","10,487","1,364","9,742",614,"5,411",115,"1,822",0,5,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2823,남한산성입구(성남법원.검찰청),91,8,"11,125","1,479","21,761","5,335","55,156","11,109","67,897","30,667","35,037","29,767","23,460","15,421","21,382","12,238","23,577","15,193","20,547","17,297","18,965","14,137","21,795","18,329","25,821","23,845","27,015","29,269","23,066","47,255","11,346","36,998","8,193","23,878","6,234","22,694","4,324","21,120","1,477","11,527",266,"3,981",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2824,단대오거리,24,1,"9,796","1,465","19,473","6,446","48,850","11,685","57,690","22,795","29,405","12,602","20,136","9,323","17,288","10,076","19,263","11,826","17,624","13,317","15,411","14,226","15,889","18,708","19,378","23,552","22,266","29,170","23,714","48,852","11,506","38,130","8,168","22,247","6,941","20,854","4,511","20,407","1,779","11,301",400,"3,592",1,47,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2825,신흥,13,0,"3,880",453,"7,204","2,175","17,411","3,555","22,770","6,889","12,255","4,450","8,357","5,073","7,485","5,432","7,908","7,032","7,510","8,701","7,238","8,723","7,859","9,876","9,042","11,761","9,172","14,281","8,691","20,191","5,087","16,616","4,301","10,255","2,999","9,146","2,021","7,827",867,"4,762",198,"1,188",0,163,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2826,수진,8,0,"4,367",652,"6,967","3,231","16,560","5,877","23,445","12,453","12,957","6,544","9,149","5,841","8,572","6,462","10,029","6,507","8,906","7,858","7,778","7,657","8,980","8,834","12,323","9,826","9,261","11,778","8,493","16,251","5,316","12,660","3,929","8,443","3,267","8,237","2,540","6,908",983,"4,592",253,"1,195",0,184,0,0,0,0,2023-05-03 10:27
Apr-23,8호선,2827,모란,22,1,"2,479",700,"3,127","3,649","8,729","5,135","11,290","11,153","7,312","6,762","6,920","6,718","7,927","7,229","10,112","7,622","10,121","7,691","10,247","7,232","11,393","7,636","14,519","8,313","12,161","8,749","12,413","11,300","7,387","6,794","5,065","4,503","4,894","4,304","3,844","3,515","2,396","2,271",594,"1,301",1,345,0,0,0,0,2023-05-03 10:27
